PhraseId,SentenceId,Phrase,Sentiment
11966,513,process comedi chop suey,1
11973,514,eventu arriv heart simpl self reflect medit,3
11985,515,prove love trifl unfortun littl love cute,1
12005,516,pure enjoy notic fairli straightforward remak hollywood comedi father bride,3
12035,517,intellig multi layer profoundli humanist mention gentli polit medit valu knowledg educ affect cultur geograph displac,4
12075,518,sure bad poor act ensembl cast flat dialogu vincent nebrida gutless direct lauric guillen,0
12111,519,sexi peculiar entertain costum drama set renaiss spain fact base true event make compel,4
12147,520,santa claus prove streamlin thought encount origin hope,3
12173,521,goldmemb visual wit previou pictur look jay roach direct film taxicab,0
12204,522,sweet laugh minut crowd pleaser lift spirit corner mouth,3
12228,523,highli recommend engross stori horrifi histor event element contribut,3
12248,524,go point nausea,1
12257,525,raimi matur bit spider man plain white toast comic book film,2
12289,526,convinc arni musclefest littl reson real world event ultim come insultingli simplist,1
12320,527,unbeliev stupid film occasion fun forget absurd,1
12338,528,ici stunt actor spout hilari dialogu follow dream let mountain tell,3
12369,529,modestli surpris movi,3
12374,530,power sequel good film year,4
12385,531,combin improb melodrama gore bullfight comatos ballerina subtli kinki bedsid vigil sensat denouement end undeni touch,3
12423,532,chabrol subtlest work uncanni,3
12440,533,strictli lightweight escapist film,2
12449,534,actual sincer crime movi equival chick flick,2
12464,535,titl jeopardi question answer steven seagal come day,1
12491,536,unambiti write emerg movi plot come anim movi screenwrit textbook,1
12513,537,complain film clock minut day plot leav lot desir,1
12543,538,freedom watch stunt crude fast pace insan,3
12562,539,movi suck,0
12567,540,dignifi ceo meet rustic retreat pee tree,1
12587,541,sugar coat rocki valuabl messag forget minut trombon honk,1
12608,542,movi amateurishli squar iron implic,1
12626,543,set romant comedi apart hollywood romant comedi low key way tackl like death materi,3
12650,544,film constant mood melancholi unhurri narr master control,4
12666,545,barri sonnenfeld owe frank pug big time,2
12678,546,get impress creator ask tell laugh hell lot joke,2
12699,547,schrader aim present unflinch look man downfal bring lack self awar,1
12722,548,long tediou like classroom play colleg histori cours,0
12740,549,blue crush follow formula throw conflict stori compel,1
12761,550,small gem movi defi classif thought provok funni scari sad,3
12784,551,middl film compel demm experi harvest movi moment gem field roughag domin,2
12818,552,stori well focu incomprehens ann rice novel base queen damn pointless meander celebr goth vampir tortur woe lifestyl,0
12860,553,color sens stuart littl immedi obviou pleasur count littl movi beauti shape delic calibr tone,3
12903,554,part,2
12921,555,visual fertil treasur planet rival japanes anim recent vintag,3
12942,556,toothless dog cabl lose bite big screen,1
12955,557,chan action sequenc bore,1
12963,558,come toler leon barlow,1
12978,559,wild thornberri movi sibl rivalri gener famili chao relat,3
13001,560,peralta captur lumin interview amazingli evoc film decad ago essenc dogtown experi,4
13028,561,movi drag thought hear mysteri voic feel power draw light light exit sign,0
13064,562,certainli appeal asian cult cinema fan asiaphil interest fuss,3
13088,563,green ruin singl scene film complet wreak serious compromis,1
13113,564,evok frustrat awkward euphoria grow reli usual trope,1
13134,565,stand shadow motown best kind documentari make deplet yesterday feel like brand new tomorrow,4
13166,566,ambiti project fairli inexperienc filmmak good actor good poetri good music help sustain,3
13190,567,thriller style structur rhythm integr stori separ,3
13209,568,pleasur watch,3
13216,569,question ask bad compani anthoni hopkin,1
13233,570,nair writer laura cahil dare build movi flaw unexcept woman emerg fine charact studi short plot rich tini revel real life,2
13280,571,goofi nutti consist funni,4
13287,572,audiard success maintain suspens differ level film grip compel,4
13307,573,well peter bogdanovich take long time final provid broadsid publish giant william randolph hearst,3
13343,574,excruci minut sit summer involv dentist drill,1
13366,575,skill shyamalan undo pretens,2
13381,576,fan bad good cinema find fun jumbl mess,2
13398,577,start wonder unpaid intern type chri rock anthoni hopkin terrorist univac like script machin,0
13434,578,work univers theme earnest perform excel use music india popular gulzar jagjit singh,4
13463,579,percept good natur movi,3
13469,580,stand cheer flick sit ponder affair,3
13488,581,pleasur walter documentari parad veteran painter confound dealer miscellan boho expound subject mysteri person explain,2
13534,582,adrift bentley hudson stare sniffl respect ledger attempt vain prove movi star intens overcom bad hair design,1
13574,583,real charm trifl deadpan comic face star jean reno resembl sli stallon hot sake half sleep,2
13608,584,element heartbreak watch old wise eye know happen green stori end,3
13639,585,real figur,1
13654,586,mean great movi refreshingli forthright,3
13668,587,unlik,1
13672,588,mug,2
13677,589,hashiguchi use situat evok japan bustl atop undercurr loneli isol,3
13701,590,rollick adventur matey regardless age,4
13721,591,big thing big hot directori debut,2
13735,592,content clever pseudo bio manag good time dole piec famou director life eisenstein deliv,3
13765,593,overli long worship bio doc,1
13773,594,visual spectacl stun imag effect,4
13784,595,medit lyric babak payami boldli quirki iranian drama secret ballot charm evok littl ditti manag gentl human middl eastern world polit,3
13836,596,easi cynic documentari underdog beat odd human spirit triumph westbrook foundat dalrympl film earn uplift,2
13877,597,differ truli enjoy martha ne,3
13892,598,rememb time see movi want badli protagonist fail,2
13912,599,falsehood pile undermin movi realiti stifl creator comic voic,1
13931,600,earli middl passag surpris engag touch,4
13949,601,limp squirm induc fish water formula go go slowli,1
13972,602,funni minut short stretch limit fill featur length film,2
13990,603,writer director otar iosseliani pleasant tale factori worker escap holiday venic reveal need play respit grind refresh soul,4
14036,604,mechan action comedi purpos market charismat jacki chan young audienc,0
14061,605,chalk bad kind hubrist folli,0
14075,606,hayn style ape film period messag root decad,2
14096,607,,2
14099,608,compel allegori day germani democrat weimar republ,3
14117,609,director jay russel stomp hobnail boot natali babbitt gentl endear child novel,1
14141,610,indel epic american stori famili black white face chang inner outer life,2
14173,611,raw action pack experi ringsid seat tough man contest,4
14193,612,film work tongu cheek attitud screenplay,3
14210,613,walk good girl mix emot disapprov justin combin ting understand action,3
14238,614,movi strain stay light comic issu despit difficulti deal destruct properti potenti life,2
14277,615,unfortun stori actor serv hack script,1
14287,616,insultingli inept artifici examin grief impact relationship survivor,1
14309,617,immers power giant screen hyper realist imag perfect use breathtakingli beauti outer space documentari space station,4
14340,618,tire unnecessari retread stale copi pictur great begin,0
14362,619,initi excit settl warm pastich,1
14374,620,muccino direct screenplay canni crowd pleaser kiss provid sentiment catharsi satisfi even multiplex,4
14413,621,challeng nervi odditi like modern art,3
14427,622,read lip view treasur extraordinari intellig origin lyric variat game love,4
14458,623,hour half joy solo perform,4
14469,624,like parad predecessor halloween gori slash fest,3
14484,625,well tepid star trek insurrect fall short contact villain pick lint borg queen alic krige cape finish half parsec nose ahead gener,2
14542,626,exploit headbang stereotyp good fun add bit heart unsettl subject matter,3
14563,627,leaden dull,0
14570,628,rice clearli defin charact give reason care,1
14585,629,subject matter close recent nation event film work superior cast charact,3
14610,630,deepli feel vividli detail stori newcom strang new world,3
14627,631,film dark moment smooth overwhelm need tender inspir tide especi cloy moment,2
14655,632,open strain averag white band pick piec feel love,3
14679,633,impress imag crematorium chimney fire stack dead bodi undermin movi present way stagi,1
14709,634,tripl x doubl agent bad dude,3
14726,635,string ensembl cast romanc recent peter mattei love time money set apart form chain relationship come circl end posit tragic note,3
14777,636,popcorn movi fun equal dose action chees ham cheek debt road warrior feel like unreal potenti,3
14818,637,actress madonna helluva singer,4
14829,638,jaglom offer origin premis involv moviemak con artist liar,1
14850,639,filmmak eye detail high standard perform convey strong sens girl environ,3
14873,640,wrap classic struggl recycl paper shini new bow audienc tell new look pretti,2
14908,641,mayb feel minut rip rock action confin slo mo gun fire random glass shatter,0
14939,642,pander base desir payback unlik reveng fantasi ultim deliv,3
14963,643,cold movi claim express warmth long,1
14979,644,prospect beck project,2
14990,645,vivid thought unapologet raw come age tale sex drug rock n roll,4
15013,646,bittersweet contemporari comedi benevol decept rival filmmak period piec worth see,4
15040,647,shankman screenwrit karen janszen bungl way narr seri bibl parabl actual stori,0
15070,648,turn dime oddli humor tedious sentiment,3
15087,649,terribl movi regard utterli pain watch,0
15103,650,spend stuff buck greasi littl vidgam pit theater lobbi,0
15136,651,evok centuri subtleti object lesson period filmmak,3
15155,652,actress simpli dazzl particularli balk final give worthi consider talent,4
15179,653,beauti unusu music film chief draw dreami lull sleep,2
15204,654,captiv mood subtli transform star wonder paul thoma anderson inclin sincer art movi adam sandler probabl appear,3
15256,655,surpris heavyweight joel silver robert zemecki agre produc assum director pictur cavort ladi underwear,1
15295,656,ver wiel desper attempt wit lose leav charact critic jim dimension pointless,1
15322,657,vivid portrait woman consum lust love crush betray conjur intox fume emot ghost freshli paint rembrandt,4
15360,658,cacoyanni vision far matur interpret play piti sympathi anachronist phantasm haunt imagin glori past,1
15401,659,word badder bad,0
15412,660,wed feel bit anachronist,0
15417,661,dong push insight superfici tension dynam dissect film settl easili contour expect,1
15448,662,littl support premis fling gag one shtick,1
15469,663,bring spectacular complet complex gener subvers artwork decad,4
15491,664,obviou rapport actor strike style camera,3
15513,665,big bad love tri get,2
15530,666,sleek advert youth anomi equal sum pretens,1
